id,title,author,rating
678,Apathy and Other Small Victories,Paul Neilan,3.82
679,When the Wind Blows,Raymond Briggs,4.28
680,"Brilliance (Brilliance Saga, #1)",Marcus Sakey,3.98
681,The Old Man and the Sea,Ernest Hemingway,3.81
682,The Magus,John Fowles,4.05
683,Night Film,Marisha Pessl,3.78
684,"Bunny (Bunny, #1)",Mona Awad,3.49
685,"Justine, or The Misfortunes of Virtue",Marquis de Sade,3.42
686,Monster,Walter Dean Myers,3.73
687,Heart-Shaped Box,Joe Hill,3.84
688,"Beauty's Punishment (Sleeping Beauty, #2)",A.N. Roquelaure,3.63
689,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,3.98
690,Baby Teeth,Zoje Stage,3.6
691,Against Nature,Joris-Karl Huysmans,3.8
692,The Awakening,Kate Chopin,3.68
693,Ecstasy,Irvine Welsh,3.61
694,Delta of Venus,Anaïs Nin,3.61
695,"Tricks (Tricks, #1)",Ellen Hopkins,4.28
696,The Sexy Part of the Bible,Kola Boof,3.72
697,The Seven Days of Peter Crumb,Jonny Glynn,3.43
698,The Five Gates of Hell,Rupert Thomson,3.76
699,"Deviant: The Shocking True Story of Ed Gein, the Original ""Psycho""",Harold Schechter,3.91
700,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.25
701,Closer,Dennis Cooper,3.67
702,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,4.12
703,The Orphan Master's Son,ADAM JOHSON,4.07
704,We Disappear,Scott Heim,3.59
705,The Most Dangerous Game,Richard Connell,3.95
706,Midnight’s Children,Salman Rushdie,3.98
707,Bartleby the Scrivener,Herman Melville,3.93
708,"Preacher, Volume 1: Gone to Texas",Garth Ennis,4.16
709,Joyland,Stephen        King,3.93
710,Of Human Bondage,W. Somerset Maugham,4.15
711,"Joseph Fallen (The Estate, #0.5)",M.S. Willis,4.12
712,BOAT SHOES – SOLILOQUY OF A USELESS EATER: Book Two,Daire Feeney,4.73
713,Pomegranate Juice: Sacrilegious Tales of Dark Abrahamic Horror,Magnus Wilton,3.92
714,Foxe's Book of Martyrs,John Foxe,4.26
715,Leaving Isn't the Hardest Thing,Lauren  Hough,3.41
716,Total Abuse: Collected Writings 1984-1995,Peter Sotos,4.08
717,The Squatter,Jonathan  Dunne,3.9
718,The Book of Ruth,Jane Hamilton,3.86
719,The Way the Crow Flies,Ann-Marie MacDonald,4.12
720,A Question of Sanity,Katherine Black,4.23
721,"Hunger (Gone, #2)",Michael  Grant,4.02
722,Cosmic Banditos,A.C. Weisbecker,4.07
723,Asking For It,Louise O'Neill,
724,JPod,Douglas Coupland,3.71
725,Beatrice and Virgil,Yann Martel,3.18
726,The Willows,Algernon Blackwood,4.06
727,Leverage,Katherine Black,4.27
728,Watching People Burn,Julian Darius,4.01
729,Corpalism,Arun D. Ellis,3.37
730,Jimmy,William Malmborg,3.72
731,The House of Dolls,Ka-tzetnik 135633,3.74
732,Come Closer,Sara Gran,3.66
733,The Slave Factory,Julian Darius,4.06
734,Pedigree Crush with a Twisted Gene,Katherine Black,4.79
735,Genital Grinder,Ryan Harding,3.55
736,Nowhere Boulevard,Katherine Black,4.47
737,"Doctor Sleep (The Shining, #2)",Stephen        King,4.13
738,Lapvona,Ottessa Moshfegh,3.54
739,Damaged,Cathy Glass,4.27
740,Fail-Safe,Eugene Burdick,4.16
741,Succulent Prey,Wrath James White,3.76
742,False Memory,Dean Koontz,3.9
743,Trapped (The Konrath Dark Thriller Collective #4),J.A. Konrath,3.86
744,Harvest Home,Thomas Tryon,3.82
745,NOS4A2,Joe Hill,4.08
746,The Little Stranger,Sarah Waters,3.57
747,"Terrorscape (Horrorscape, #3)",Nenia Campbell,3.89
748,"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.56
749,House,Frank E. Peretti,3.56
750,"Damned (Damned, #1)",Chuck Palahniuk,3.41
751,"The Girl with All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,3.95
752,The Mosquito Coast,Paul Theroux,3.81
753,"The Year of the Flood (MaddAddam Trilogy, #2)",Margaret Atwood,4.06
754,Treasure Island,Robert Louis Stevenson,3.85
755,The Corrections,Jonathan Franzen,3.84
756,Waiting for Godot,Samuel Beckett,3.84
757,Feed,M.T. Anderson,3.55
758,Koko,Peter Straub,3.6
759,"Garden of Shadows (Dollanganger, #5)",V.C. Andrews,3.94
760,Foucault’s Pendulum,Umberto Eco,3.91
761,After,Amy Efaw,3.73
762,Journey to the End of the Night,Louis-Ferdinand Céline,4.19
763,For Whom the Bell Tolls,Ernest Hemingway,3.98
764,Sarah,J.T. LeRoy,3.47
765,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,4.27
766,"I Am Not a Serial Killer (John Cleaver, #1)",Dan Wells,3.79
767,"Hater (Hater, #1)",David Moody,3.65
768,"The Chocolate War (Chocolate War, #1)",Robert Cormier,3.49
769,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.85
770,Whiteout,Ken Follett,3.67
771,Fledgling,Octavia E. Butler,3.81
772,Slammerkin,Emma Donoghue,3.75
773,The Chrysalids,John Wyndham,3.93
774,"Life After Life (Todd Family, #1)",Kate Atkinson,3.78
775,Sexing the Cherry,Jeanette Winterson,3.84
776,The Blind Assassin,Margaret Atwood,3.96
777,"The Treatment (Jack Caffery, #2)",Mo Hayder,4.03
778,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,3.99
779,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,4.38
780,The Insult,Rupert Thomson,3.63
781,Pricksongs and Descants,Robert Coover,3.77
782,The General's Daughter,Nelson DeMille,4.11
783,The Mezzanine,Nicholson Baker,3.84
784,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",Derek Landy,4.18
785,The Things They Carried,Tim O'Brien,4.14
786,"Perfect Victim: The True Story of ""The Girl in the Box"" by the D.A. Who Prosecuted Her Captor",Christine McGuire,
787,The Contortionist's Handbook,Craig Clevenger,3.97
788,Titus Andronicus,William Shakespeare,3.68
789,Black Like Me,John Howard Griffin,4.11
790,Complicity,Iain Banks,3.91
791,The Dinner,Herman Koch,3.21
792,"Crossed, Vol. 1",Garth Ennis,3.65
793,Billy,Whitley Strieber,3.72
794,Romeo and Juliet,William Shakespeare,3.74
795,What Happened to Cass McBride?,Gail Giles,3.71
796,"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",Gilbert King,4.4
797,Cocaine Nights,J.G. Ballard,3.56
798,"The Spy Who Came In from the Cold (George Smiley, #3)",John Le Carré,4.08
799,The Outsider,Stephen        King,4.01
800,"I Hunt Killers (I Hunt Killers, #1)",Barry Lyga,4.01
801,The Death of Ivan Ilych,Leo Tolstoy,4.13
802,Dirty Snow,Georges Simenon,3.89
803,Zeitoun,Dave Eggers,4.05
804,Diary of a Madman,Nikolai Gogol,3.84
805,"Henry and June: The Unexpurgated Diary of Anaïs Nin, 1931-1932",Anaïs Nin,3.93
806,Revival,Stephen        King,3.8
807,The Weight of Water,Anita Shreve,3.65
808,"Blindsighted (Grant County, #1)",Karin Slaughter,4.1
809,Go Set a Watchman,Harper Lee,3.31
810,"The Death Cure (The Maze Runner, #3)",James Dashner,3.78
811,Great Expectations,Charles Dickens,3.8
812,The Storyteller,Jodi Picoult,4.3
813,Bring Me Back,B.A. Paris,3.5
814,Whispers,Dean Koontz,3.93
815,All Souls: A Family Story from Southie,Michael Patrick MacDonald,4.08
816,The Call of the Wild,Jack London,3.91
817,Slaves of New York,Tama Janowitz,3.52
818,"Lies (Gone, #3)",Michael  Grant,4.07
819,"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,3.78
820,"Dark Angel (Casteel, #2)",V.C. Andrews,
821,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,4.22
822,Divided Kingdom,Rupert Thomson,3.53
823,Water for Elephants,Sara Gruen,4.11
824,The Idiot,Fyodor Dostoevsky,4.21
825,My Loose Thread,Dennis Cooper,3.77
826,The Electric Kool-Aid Acid Test,Tom Wolfe,3.92
827,My Idea of Fun,Will Self,3.53
828,Lucky,Alice Sebold,3.77
829,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.35
830,Revolutionary Road,Richard Yates,3.93
831,"In the Woods (Dublin Murder Squad, #1)",Tana French,3.79
832,Escape,Carolyn Jessop,3.98
833,The Little Engine That Could,Watty Piper,4.19
834,Philosophy in the Boudoir,Marquis de Sade,3.43
835,Tell Me Your Dreams,Sidney Sheldon,3.99
836,"Never Go Back (Jack Reacher, #18)",Lee Child,4.09
837,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89
838,"Flow My Tears, the Policeman Said",Philip K. Dick,3.91
839,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34
840,Diary of a Lost Girl: The Autobiography of Kola Boof,Kola Boof,3.59
841,QB VII,Leon Uris,4.2
842,The Nazi Doctors: Medical Killing and the Psychology of Genocide,Robert Jay Lifton,4.12
843,Die Therapie,Sebastian Fitzek,4.17
844,Survival in the Killing Fields,Haing Ngor,4.55
845,The Basketball Diaries,Jim Carroll,3.99
846,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous,4.28
847,Ruby,Cynthia Bond,3.65
848,The Crow Road,Iain Banks,4.09
849,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.17
850,The Woman in the Dunes,Kōbō Abe,3.89
851,On Chesil Beach,Ian McEwan,3.62
852,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.01
853,Ordeal by Hunger: The Story of the Donner Party,George R. Stewart,4.08
854,Auto-da-Fé,Elias Canetti,4.02
855,Slander & DOUBT,Alistair Baillie,4.11
856,The Innocent Man,John Grisham,3.86
857,Life After Hell: Surviving Sexual Abuse,Gladys Quintal,4.25
858,"The Surgeon (Rizzoli & Isles, #1)",Tess Gerritsen,4.1
859,Feuchtgebiete,Charlotte Roche,2.87
860,"Wind from the Abyss (Silistra, #3)",Janet E. Morris,4.04
861,The Singularity is Coming: The Artificial Intelligence Explosion,Tony  Thorne,4.31
862,The Ocean at the End of the Lane,Neil Gaiman,4.02
863,Blue Meat Blues,Joshua McGrath,4.22
864,The California Butcher,Stephen  Rhoades,3.93
865,Sanctuary,William Faulkner,3.63
866,Spring Water,John     Fitzgerald,4.36
867,The People in the Trees,Hanya Yanagihara,3.73
868,The Seventh Word,Scott L. Smith,3.48
869,Hemlock Grove,Brian McGreevy,3.48
870,A Small Corner of Hell: Dispatches from Chechnya,Anna Politkovskaya,4.31
871,"The Hypnotist (Joona Linna, #1)",Lars Kepler,3.74
872,Notice,Heather  Lewis,3.35
873,A Wolf at the Table,Augusten Burroughs,3.75
874,Neuropath,R. Scott Bakker,3.52
875,A Feast of Snakes,Harry Crews,4.01
876,Survival Is Not Enough: Soviet Realities and America's Future,Richard Pipes,3.85
877,People Who Eat Darkness: The Fate of Lucie Blackman,Richard Lloyd Parry,3.79
878,Juliette,Marquis de Sade,3.68
879,The Woods Are Dark,Richard Laymon,3.54
880,"The Kill Order (The Maze Runner, #0.4)",James Dashner,3.71
881,The Passenger,Lisa Lutz,3.72
882,Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman,4.13
883,Invisible Darkness,Stephen    Williams,3.9
884,Make Something Up: Stories You Can't Unread,Chuck Palahniuk,3.52
885,Assuming Names: A Con Artist's Masquerade,Tanya Thompson,3.66
886,The Bad Place,Dean Koontz,3.94
887,The Magic Castle: A Mother's Harrowing True Story Of Her Adoptive Son's Multiple Personalities-- And The Triumph Of Healing,Carole Smith,4.07
888,"Dearly Devoted Dexter (Dexter, #2)",Jeff Lindsay,3.87
889,Goth,Otsuichi,4.01
890,Nineteen Minutes,Jodi Picoult,4.17
891,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.83
892,Snuff,Eric Enck,3.59
893,"Heaven (Casteel, #1)",V.C. Andrews,4.05
894,Charlotte Gray,Sebastian Faulks,3.83
895,Axolotl,Julio Cortázar,4.13
896,The Christmas Sweater,Glenn Beck,3.83
897,The Prince of Tides,Pat Conroy,4.26
898,The Terror,Dan Simmons,4.08
899,The Other,Thomas Tryon,3.98
900,Angler: The Cheney Vice Presidency,Barton Gellman,4.04
901,"Mr. Clarinet (Max Mingus, #1)",Nick Stone,3.77
902,"Dexter in the Dark (Dexter, #3)",Jeff Lindsay,3.57
903,Break Her,B.G. Harlen,3.51
904,Three Hundred Million,Blake Butler,3.54
905,Takeover: The Return of the Imperial Presidency and the Subversion of American Democracy,Charlie Savage,4.1
906,A Tale of Two Cities,Charles Dickens,3.87
907,The Theory and Practice of Hell,Eugen Kogon,4.24
908,Nothing,Janne Teller,3.71
909,The House of the Spirits,Isabel Allende,4.29
910,The Setting Sun,Osamu Dazai,3.98
911,Grotesque,Natsuo Kirino,3.74
912,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand,3.55
913,As Meat Loves Salt,Maria McCann,3.92
914,The Last House on Needless Street,Catriona Ward,3.84
915,"Horrorscape (Horrorscape, #2)",Nenia Campbell,3.74
916,Lethal Marriage: The Unspeakable Crimes of Paul Bernardo and Karla Homolka,Nick Pron,3.95
917,What's Eating Gilbert Grape,Peter Hedges,4.1
918,Auschwitz and After,Charlotte Delbo,4.42
919,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.02
920,"Along Came a Spider (Alex Cross, #1)",James  Patterson,4.13
921,I Miss The World,Violet LeVoit,3.79
922,Even the Dogs,Jon McGregor,3.52
923,The October Country,Ray Bradbury,4.11
924,"The Flowers of Evil, Vol. 1",Shuzo Oshimi,3.8
925,Holy Bible: New International Version,Anonymous,4.62
926,Disclosure,Michael Crichton,3.8
927,The Satanic Verses,Salman Rushdie,3.71
928,The Wall,Marlen Haushofer,4.03
929,Knockemstiff,Donald Ray Pollock,3.98
930,Incidents in the Life of a Slave Girl,Harriet Ann Jacobs,4.16
931,Shame,Salman Rushdie,3.86
932,Lost Souls,Poppy Z. Brite,3.9
933,Barabbas,Pär Lagerkvist,3.87
934,"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.11
935,Fade,Robert Cormier,3.79
936,The Death of Mrs. Westaway,Ruth Ware,3.8
937,Uncle Tom's Cabin,Harriet Beecher Stowe,3.91
938,"Fallen (Will Trent, #5)",Karin Slaughter,4.23
939,"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell,4.07
940,The Shoemaker,Flora Rheta Schreiber,3.75
941,Papillon,Henri Charrière,4.23
942,"Burning in Water, Drowning in Flame",Charles Bukowski,4.05
943,Cold Skin,Albert Sánchez Piñol,3.66
944,Educated,Tara Westover,4.47
945,Five Chimneys: A Woman Survivor's True Story of Auschwitz,Olga Lengyel,4.41
946,Life After God,Douglas Coupland,3.84
947,"Beauty's Release (Sleeping Beauty, #3)",A.N. Roquelaure,3.72
948,The Kid,Sapphire,2.7
949,"The Isle of Blood (The Monstrumologist, #3)",Rick Yancey,4.23
950,Do Androids Dream of Electric Sheep?,Philip K. Dick,4.09
951,The Great Santini,Pat Conroy,4.16
952,"American Assassin (Mitch Rapp, #1)",Vince Flynn,4.25
953,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",Tom Clancy,4.13
954,Genesis,Bernard Beckett,3.9
955,The Mayor of Casterbridge,Thomas Hardy,3.86
956,"Alone (Detective D.D. Warren, #1)",Lisa Gardner,3.97
957,"Barefoot Gen, Volume Two: The Day After",Keiji Nakazawa,4.38
958,Lisey's Story,Stephen        King,3.7
959,"The Curse of the Wendigo (The Monstrumologist, #2)",Rick Yancey,4.17
960,My Story,Elizabeth  Smart,3.88
961,Verity,Colleen Hoover,4.31
962,Where the Red Fern Grows,Wilson Rawls,4.12
963,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.06
964,Four Past Midnight,Stephen        King,3.95
965,The Lonely Polygamist,Brady Udall,3.52
966,"Temple of the Winds (Sword of Truth, #4)",Terry Goodkind,4.03
967,The Mysterious Stranger and Other Stories,Mark Twain,4.02
968,Urban Gothic,Brian Keene,3.75
969,The Book of Night Women,Marlon James,4.37
970,Luckiest Girl Alive,Jessica Knoll,3.54
971,"Sexus (The Rosy Crucifixion, #1)",Henry Miller,
972,L'Éducation sentimentale,Gustave Flaubert,3.81
973,Marathon Man,William Goldman,4.11
974,"Colder, Vol. 1",Paul Tobin,3.79
975,"Cold Vengeance (Pendergast, #11)",Douglas Preston,4.11
976,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,4.05
977,"The Expats (Kate Moore, #1)",Chris  Pavone,3.51
978,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri Fink,3.93
979,"1st to Die (Women's Murder Club, #1)",James  Patterson,4.1
980,Dreams of Leaving,Rupert Thomson,3.86
981,I Never Promised You a Rose Garden,Hannah  Green,3.9
982,High on Arrival,Mackenzie Phillips,3.84
983,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,4.13
984,Where the Heart Is,Billie Letts,4.04
985,Fight Club 2,Chuck Palahniuk,3.05
986,Wake in Fright,Kenneth Cook,3.97
987,Night Train,Martin Amis,3.27
988,Under the Volcano,Malcolm Lowry,3.76
989,The Blood Countess,Andrei Codrescu,3.5
990,"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",Sophocles,3.99
991,Stolen Innocence,Elissa Wall,3.94
992,"Relic (Pendergast, #1)",Douglas Preston,4.05
993,"Birdman (Jack Caffery, #1)",Mo Hayder,3.89
994,Playground: A Childhood Lost Inside The Playboy Mansion,Jennifer Saginor,3.49
995,Reheated Cabbage,Irvine Welsh,3.68
996,"The Affair (Jack Reacher, #16)",Lee Child,4.16
997,"Alas, Babylon",Pat Frank,4.09
998,The Day of the Jackal,Frederick Forsyth,4.27
999,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.12
1000,Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell,3.48
